id;certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
6840;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Dock Street Brewery;Prisoner of Hell;Smoke Beer;Bronce;Bronce;Beer;Style;Philadelphia;EEUU
6841;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Sun King Brewing Co.;Batch 333: The Velvet Fog;Smoke Beer;Oro;Oro;Beer;Style;Indianapolis;EEUU
6842;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Karl Strauss Brewing Co.;Two Tortugas Belgian Quad;Smoke Beer;Plata;Plata;Beer;Style;San Diego;EEUU
6843;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Hertog Jan Brouwerij;Grand Prestige;Smoke Beer;Bronce;Bronce;Beer;Style;Arcen;Países Bajos
6844;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Antwerpse Brouw Compagnie;Seef;Smoke Beer;Oro;Oro;Beer;Style;Hove;Bélgica
6845;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Brasserie du Bocq;Gauloise Amber;Smoke Beer;Plata;Plata;Beer;Style;Purnode;Bélgica
6846;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Telegraph Brewing Co.;Rhinoceros;Smoke Beer;Bronce;Bronce;Beer;Style;Santa Barbara;EEUU
6847;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;-;Cross of;Smoke Beer;Oro;Oro;Beer;Style;-;EEUU
6848;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Chicago;Revolution Brewing;Smoke Beer;Oro;Oro;Beer;Style;Chicago;EEUU
6849;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Stone & Wood Brewing Co.;Stone & Wood Pacific Ale;Smoke Beer;Plata;Plata;Beer;Style;Byron Bay;Australia
6850;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Laurelwood Brewing Co.;Mother Lode Golden Ale;Smoke Beer;Bronce;Bronce;Beer;Style;Portland;EEUU
6851;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Third Street Aleworks;Annadel Pale Ale;Smoke Beer;Oro;Oro;Beer;Style;Santa Rosa;EEUU
6852;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Summit Brewing Co.;Summit Extra Pale Ale;Smoke Beer;Plata;Plata;Beer;Style;St. Paul;EEUU
6853;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Caldera Brewing Co.;Caldera Ashland Amber;Smoke Beer;Bronce;Bronce;Beer;Style;Ashland;EEUU
6854;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Bull & Bush Brewery;Man Beer;Smoke Beer;Oro;Oro;Beer;Style;Denver;EEUU
6855;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Russell Brewing Co.;IP’Eh!;Smoke Beer;Plata;Plata;Beer;Style;Surrey;Canadá
6856;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Flossmoor Station Brewing Co.;Intercontinental Pale Ale;Smoke Beer;Bronce;Bronce;Beer;Style;Flossmoor;EEUU
6857;World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Silver Reef Brewing Co.;Mas Fuego;Smoke Beer;Oro;Oro;Beer;Style;Saint George;EEUU
6858;World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Brauerei-Gasthof Kundmüller;Weiherer Rauch;Smoke Beer;Plata;Plata;Beer;Style;Viereth-Trundstadt;Alemania
6859;World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Blind Tiger Brewery & Restaurant;Smokey the Beer;Smoke Beer;Bronce;Bronce;Beer;Style;Topeka;EEUU
6860;World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Resolute Brewing Co.;Unearthing the Orb;Smoke Beer;Oro;Oro;Beer;Style;Centennial;EEUU
6861;World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Devils Backbone Basecamp Brewpub &  Meadows;Smokehaus Bock;Smoke Beer;Plata;Plata;Beer;Style;Roseland;EEUU
6862;World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Port City Brewing Co.;Colossal 2;Smoke Beer;Bronce;Bronce;Beer;Style;Alexandria;EEUU
6863;World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Ballast Point Brewing Co. - Little Italy;Schlenkerlish;Smoke Beer;Oro;Oro;Beer;Style;San Diego;EEUU
6864;World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Brauerei-Gasthof Kundmüller;Weiherer Rauch;Smoke Beer;Plata;Plata;Beer;Style;Viereth-Trunstadt;Alemania
6865;World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;49th State Brewing Co.;Sm??k Lager;Smoke Beer;Bronce;Bronce;Beer;Style;Anchorage;EEUU
6866;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;49th State Brewing Co. - Denali National Park;Smoked Marzen;Smoke Beer;Oro;Oro;Beer;Style;Denali National Park;EEUU
6867;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Coal Harbour Brewing Co.;Smoke & Mirrors Imperial Smoked Ale;Smoke Beer;Plata;Plata;Beer;Style;Vancouver;Canadá
6868;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;The Sandlot Brewery at Coors Field;18022/42;Smoke Beer;Bronce;Bronce;Beer;Style;Denver;EEUU
6869;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Monkey Paw Brewing;Ashes from the Grave;Smoke Beer;Oro;Oro;Beer;Style;San Diego;EEUU
6870;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Breakside Brewery - Pub Brewery;Breakside Smoked Porter;Smoke Beer;Plata;Plata;Beer;Style;Portland;EEUU
6871;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Wolverine State Brewing Co.;Raucher;Smoke Beer;Bronce;Bronce;Beer;Style;Ann Arbor;EEUU
6872;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Swamp Head Brewery;Smoke Signal;Smoke Beer;Oro;Oro;Beer;Style;Gainesville;EEUU
6873;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brauerei-Gasthof Kundmüller;Weiherer Rauch;Smoke Beer;Plata;Plata;Beer;Style;Viereth-Trunstadt;Alemania
6874;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Gordon Biersch Brewery Restaurant - Rockville;Brewers Select Rauch Märzen;Smoke Beer;Bronce;Bronce;Beer;Style;Rockville;EEUU
6875;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Industrias La Constancia;Regia Extra;Smoke Beer;Oro;Oro;Beer;Style;San Salvador;EEUU
6876;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Industrias La Constancia;Pilsener;Smoke Beer;Plata;Plata;Beer;Style;San Salvador;EEUU
6877;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Lion Pty;Tooheys Extra Dry;Smoke Beer;Bronce;Bronce;Beer;Style;Sydney;Australia
6878;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Asahi Breweries;Asahi Super Dry;Smoke Beer;Oro;Oro;Beer;Style;Tokyo;Japón
6879;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Lion;Speight’s Triple Hop Pilsner;Smoke Beer;Plata;Plata;Beer;Style;East Tamaki;Nueva Zelanda
6880;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Sharp’s Brewery;Cornish Pilsner;Smoke Beer;Bronce;Bronce;Beer;Style;Wadebridge;Reino Unido
6881;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Löwenbräu;Löwenbräu Original;Smoke Beer;Bronce;Bronce;Beer;Style;München;Alemania
6882;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Der Hirschbräu - Privatbrauerei Höß;Hirsch Gold;Smoke Beer;Oro;Oro;Beer;Style;Sonthofen;Alemania
6883;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brauerei Gold Ochsen;Special;Smoke Beer;Plata;Plata;Beer;Style;Ulm;Alemania
6884;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Private Landbrauerei Schönram;Schönramer Gold;Smoke Beer;Bronce;Bronce;Beer;Style;Petting/Schönram;Alemania
6885;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;August Schell Brewing;Schell’s Firebrick;Smoke Beer;Oro;Oro;Beer;Style;New Ulm;EEUU
6886;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Devils Backbone Brewing Co. - Outpost;Vienna Lager;Smoke Beer;Plata;Plata;Beer;Style;Lexington;EEUU
6887;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Figueroa Mountain Brewing Co. - Santa Barbara;Danish Red Lager;Smoke Beer;Bronce;Bronce;Beer;Style;Santa Barbara;EEUU
6888;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Springfield Brewing Co.;Mayhem Marzen;Smoke Beer;Oro;Oro;Beer;Style;Springfield;EEUU
6889;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Buergerliches Brauhaus Saalfeld;Ur-Saalfelder;Smoke Beer;Plata;Plata;Beer;Style;Saalfeld;Alemania
6890;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brauerei Anton Pöllinger;Pöllinger Spezial Trunk;Smoke Beer;Bronce;Bronce;Beer;Style;Pfeffenhausen;Alemania
6891;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Blind Tiger Brewery & Restaurant;Munich Dunkles;Smoke Beer;Oro;Oro;Beer;Style;Topeka;EEUU
6892;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Chuckanut Brewery;Chuckanut Dunkel;Smoke Beer;Plata;Plata;Beer;Style;Bellingham;EEUU
6893;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Ayinger Brewery, Ayinger;Ayinger Altbairisch Dunkel;Smoke Beer;Bronce;Bronce;Beer;Style;Bavaria;Alemania
6894;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Sprecher Brewing Co.;Black Bavarian;Smoke Beer;Oro;Oro;Beer;Style;Glendale;EEUU
6895;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Die Internationale Brau-Manufacturen;BraufactuM Darkon;Smoke Beer;Plata;Plata;Beer;Style;Frankfurt am Main;Alemania
6896;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Austin Beerworks;Black Thunder;Smoke Beer;Bronce;Bronce;Beer;Style;Austin;EEUU
6897;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Gordon Biersch Brewery Restaurant - Las Vegas;Winter Bock;Smoke Beer;Oro;Oro;Beer;Style;Las Vegas;EEUU
6898;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brauerei Wilhelm Krieger;Krieger Floriani-Bock;Smoke Beer;Plata;Plata;Beer;Style;Landau an der Isar;Alemania
6899;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Iron Hill Brewery & Restaurant - Phoenixville;Bock;Smoke Beer;Bronce;Bronce;Beer;Style;Phoenixville;EEUU
6900;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Outer Banks Brewing Station;MeyerBock;Smoke Beer;Oro;Oro;Beer;Style;Kill Devil Hills;EEUU
6901;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Blind Tiger Brewery & Restaurant;Maibock;Smoke Beer;Plata;Plata;Beer;Style;Topeka;EEUU
6902;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Familienbrauerei Bauhöfer;Ulmer Maibock;Smoke Beer;Bronce;Bronce;Beer;Style;Renchen;Alemania
6903;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brauhaus Faust;Eisbock 2012;Smoke Beer;Oro;Oro;Beer;Style;Miltenberg;Alemania
6904;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Thr3e Wise Men Brewing Co.;Hot for Teacher Ms. Doppelbock;Smoke Beer;Plata;Plata;Beer;Style;Indianapolis;EEUU
6905;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Jack’s Abby Brewing;Saxonator;Smoke Beer;Bronce;Bronce;Beer;Style;Framingham;EEUU
6906;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Coors Brewing Co.;Coors Light;Smoke Beer;Oro;Oro;Beer;Style;Golden;EEUU
6907;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Miller Brewing Co.;Miller Genuine Draft;Smoke Beer;Plata;Plata;Beer;Style;Milwaukee;EEUU
6908;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Coors Brewing Co.;Coors Banquet;Smoke Beer;Bronce;Bronce;Beer;Style;Golden;EEUU
6909;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Pabst Brewing Co.;Old Style;Smoke Beer;Oro;Oro;Beer;Style;Los Angeles;EEUU
6910;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Plank Road Brewery;Icehouse;Smoke Beer;Plata;Plata;Beer;Style;Milwaukee;EEUU
6911;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Blitz-Weinhard Brewing Co.;Henry Weinhard’s Blue Boar;Smoke Beer;Bronce;Bronce;Beer;Style;Milwaukee;EEUU
6912;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;AC Golden Brewing Co.;Winterfest;Smoke Beer;Oro;Oro;Beer;Style;Golden;EEUU
6913;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Coedo Brewery;Coedo Kyara;Smoke Beer;Plata;Plata;Beer;Style;Kawagoe;Japón
6914;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Cido Grupa;Lacplesis Dzintara;Smoke Beer;Bronce;Bronce;Beer;Style;Riga;EEUU
6915;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Devils Backbone Brewing Co. - Basecamp;Old Virginia Dark;Smoke Beer;Oro;Oro;Beer;Style;Roseland;EEUU
6916;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Saint Arnold Brewing Co.;Santo;Smoke Beer;Plata;Plata;Beer;Style;Houston;EEUU
6917;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Fish Brewing Co.;Leavenworth Bakke Hill Black Lager;Smoke Beer;Bronce;Bronce;Beer;Style;Olympia;EEUU
6918;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Ballast Point Brewing Company;Sculpin;Smoke Beer;Oro;Oro;Beer;Style;San Diego;EEUU
6919;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Eddyline Brewing;River Runners Pale Ale;Smoke Beer;Plata;Plata;Beer;Style;Buena Vista;EEUU
6920;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Piece Brewery;Marketing Ploy;Smoke Beer;Bronce;Bronce;Beer;Style;Chicago;EEUU
6921;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;White Street Brewing Co.;White Street Kolsch-Style Ale;Smoke Beer;Oro;Oro;Beer;Style;Wake Forest;EEUU
6922;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Old Town Brewing Co.;I’d Like to Buy the World a Kölsch;Smoke Beer;Plata;Plata;Beer;Style;Portland;EEUU
6923;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Mother Earth Brewing;Endless River;Smoke Beer;Bronce;Bronce;Beer;Style;Kinston;EEUU
6924;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Altitude Chophouse and Brewery;Altitude Amber Ale;Smoke Beer;Oro;Oro;Beer;Style;Laramie;EEUU
6925;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;TAPS Fish House & Brewery - Brea;TAPS Alt;Smoke Beer;Plata;Plata;Beer;Style;Brea;EEUU
6926;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Union Craft Brewing;Balt Altbier;Smoke Beer;Bronce;Bronce;Beer;Style;Baltimore;EEUU
6927;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Druthers Brewing Co.;The Dare;Smoke Beer;Oro;Oro;Beer;Style;Saratoga Springs;EEUU
6928;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Choc Beer Co.;Signature Gose;Smoke Beer;Plata;Plata;Beer;Style;Krebs;EEUU
6929;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;August Schell Brewing;Schell’s Framboise du Nord;Smoke Beer;Bronce;Bronce;Beer;Style;New Ulm;EEUU
6930;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Schlossbrauerei Friedenfels;Friedenfelser Hefeweizen Hell;Smoke Beer;Oro;Oro;Beer;Style;Friedenfels;Alemania
6931;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Fujizakura Kogen Beer;Fujizakura Kogen Beer Weizen;Smoke Beer;Plata;Plata;Beer;Style;Yamanashi;Japón
6932;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brauerei Ladenburger;Ladenburger Hefeweizen Hell;Smoke Beer;Bronce;Bronce;Beer;Style;Neuler;Alemania
6933;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brauerei Gold Ochsen;Kristallweizen;Smoke Beer;Oro;Oro;Beer;Style;Ulm;Alemania
6934;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Les Brasseurs RJ;Belle Gueule Hefeweizen;Smoke Beer;Plata;Plata;Beer;Style;Montreal;Canadá
6935;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Hirsch-Brauerei Honer;Hirsch Sport Weisse;Smoke Beer;Bronce;Bronce;Beer;Style;Wurmlingen;Alemania
6936;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Störtebeker Braumanufaktur;Störtebeker Roggen-Weizen;Smoke Beer;Oro;Oro;Beer;Style;Stralsund;Alemania
6937;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Spaten-Franziskaner-Bräu;Franziskaner Hefe-Weissbier Dunkel;Smoke Beer;Plata;Plata;Beer;Style;München;Alemania
6938;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Schwarzbräu;Schwarzbräu Weissbier Dunkel;Smoke Beer;Bronce;Bronce;Beer;Style;Zusmarshausen;Alemania
6939;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Weisses Bräuhaus G. Schneider & Sohn;Schneider Weisse Tap6 Unser Aventinus;Smoke Beer;Oro;Oro;Beer;Style;Kelheim;Alemania
6940;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brauerei Ladenburger;Ladenburger Weizenbock hell;Smoke Beer;Plata;Plata;Beer;Style;Neuler;Alemania
6941;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Privatbrauerei Loncium;Dunkler Weizenbock;Smoke Beer;Bronce;Bronce;Beer;Style;Kötschach-Mauthen;EEUU
6942;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Community Beer Co.;Witbier;Smoke Beer;Oro;Oro;Beer;Style;Dallas;EEUU
6943;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Les Brasseurs RJ;Cheval Blanc;Smoke Beer;Plata;Plata;Beer;Style;Montreal;Canadá
6944;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Camden Town Brewery;Gentleman’s Wit;Smoke Beer;Bronce;Bronce;Beer;Style;London;Reino Unido
6945;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Aspen Brewing Co.;Saison;Smoke Beer;Oro;Oro;Beer;Style;Aspen;EEUU
6946;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Croce di Malto;Temporis;Smoke Beer;Plata;Plata;Beer;Style;Trecate;Italia
6947;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;TAPS Fish House & Brewery - Corona;TAPS Saison;Smoke Beer;Bronce;Bronce;Beer;Style;Corona;EEUU
6948;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Two Brothers Brewing Co.;Domaine DuPage;Smoke Beer;Oro;Oro;Beer;Style;Warrenville;EEUU
6949;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Ohana Brewing Co.;Ohana Saison Noir;Smoke Beer;Plata;Plata;Beer;Style;Los Angeles;EEUU
6950;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Barren Hill Tavern and Brewery;Barren Hill Biere De Extra;Smoke Beer;Bronce;Bronce;Beer;Style;Lafayette Hill;EEUU
6951;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Peace Tree Brewing Co.;Blonde Fatale;Smoke Beer;Oro;Oro;Beer;Style;Knoxville;EEUU
6952;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Galaxy Brewing Co.;St. Stusan Belgian Style Pale Ale;Smoke Beer;Plata;Plata;Beer;Style;Binghamton;EEUU
6953;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Wit’s End Brewing Co.;Jean-Claude Van Blond;Smoke Beer;Bronce;Bronce;Beer;Style;Denver;EEUU
6954;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brouwerij Boon;Oude Kriek Boon;Smoke Beer;Oro;Oro;Beer;Style;Lembeek;Bélgica
6955;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Oud Beersel;Oude Geuze Oud Beersel;Smoke Beer;Plata;Plata;Beer;Style;Brussels;Bélgica
6956;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brouwerij Boon;Oude Geuze Boon;Smoke Beer;Bronce;Bronce;Beer;Style;Lembeek;Bélgica
6957;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;The Bruery;Oude Tart;Smoke Beer;Plata;Plata;Beer;Style;Anaheim;EEUU
6958;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;The Rare Barrel;Shadows of Their Eyes;Smoke Beer;Bronce;Bronce;Beer;Style;Berkeley;EEUU
6959;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Wäls Cervejaria;Wäls Dubbel;Smoke Beer;Oro;Oro;Beer;Style;Belo Horizonte;Brasil
6960;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Gulpener Bierbrouwerij;Gerardus Wittems Kloosterbier Dubbel;Smoke Beer;Plata;Plata;Beer;Style;Gulpen;Países Bajos
6961;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Anderson Valley Brewing Co.;Brother David’s Double;Smoke Beer;Bronce;Bronce;Beer;Style;Boonville;EEUU
6962;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Dominion Brewing Co.;Candi Belgian Tripel;Smoke Beer;Oro;Oro;Beer;Style;Dover;EEUU
6963;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Steamworks Brewing Co.;Steamworks Blitzen;Smoke Beer;Plata;Plata;Beer;Style;Burnaby;Canadá
6964;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Brouwerij Huyghe;Delirium Tremens;Smoke Beer;Bronce;Bronce;Beer;Style;Melle;Bélgica
6965;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Rock Bottom - Orland Park;Devil’s Thumb;Smoke Beer;Oro;Oro;Beer;Style;Orland Park;EEUU
6966;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Funkwerks;Deceit;Smoke Beer;Plata;Plata;Beer;Style;Fort Collins;EEUU
6967;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Bastone Brewery;Thor’s Hammer;Smoke Beer;Bronce;Bronce;Beer;Style;Royal Oak;EEUU
6968;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Hertog Jan Brouwerij;Hertog Jan Grand Prestige;Smoke Beer;Oro;Oro;Beer;Style;Arcen;Países Bajos
6969;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Airways Brewing Co.;3rd Anniversary;Smoke Beer;Plata;Plata;Beer;Style;Kent;EEUU
6970;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Deep Ellum Brewing Co.;4 Swords Belgian Style Quad;Smoke Beer;Bronce;Bronce;Beer;Style;Dallas;EEUU
6971;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Logsdon Organic Farm Brewery;Cerasus;Smoke Beer;Oro;Oro;Beer;Style;Hood River;EEUU
6972;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Wäls Cervejaria;Wäls Quadruppel;Smoke Beer;Plata;Plata;Beer;Style;Belo Horizonte;Brasil
6973;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Big Island Brewhaus;Golden Sabbath;Smoke Beer;Bronce;Bronce;Beer;Style;Kamuela;EEUU
6974;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Discretion Brewing;Song In Your Heart;Smoke Beer;Oro;Oro;Beer;Style;Soquel;EEUU
6975;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Triptych Brewing;Dirty Hippy;Smoke Beer;Plata;Plata;Beer;Style;Savoy;EEUU
6976;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Uinta Brewing Co.;Bristlecone;Smoke Beer;Bronce;Bronce;Beer;Style;Salt Lake City;EEUU
6977;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Laurelwood Brewing Co.;Mother Lode Golden Ale;Smoke Beer;Oro;Oro;Beer;Style;Portland;EEUU
6978;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Thornbridge Brewery;Wild Swan;Smoke Beer;Plata;Plata;Beer;Style;Bakewell;Reino Unido
6979;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Endeavor Vintage Beer;Endeavor Vintage 2013 Growers Bright Ale;Smoke Beer;Bronce;Bronce;Beer;Style;Macquarie Centre;Australia
6980;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Salva;Smoke Porter;Smoke Porter;Plata;Plata;Beer;Style; - ;Brasil
6981;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cosvesi;Cosvesi Smoked Porter;Smoke Porter;Oro;Oro;Beer;Style; - ;Brasil
6982;CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;7 Vidas;SMOKED PORTER;Smoke Porter;Bronce;Bronce;Beer;Style; - ;Perú
6983;CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;Cosvesi;Cosvesi Smoked Porter;Smoke Porter;Oro;Oro;Beer;Style; - ;Brasil
6984;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Smoke Porter;Cervejaria Sabores do Malte;Smoke Porter;Plata;Plata;Beer;Style; - ;Brasil
6985;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Três Morretes;Irmãos Rebouças;Smoke Porter;Plata;Plata;Beer;Style; - ;Brasil
6986;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Lassberg;Lassberg Smoke Porter;Smoke Porter;Oro;Oro;Beer;Style; - ;Brasil
6987;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Salva Craft Beer;Smoke Porter;Smoke Porter;Bronce;Bronce;Beer;Style; - ;Brasil
6988;Copa Guarani De Cervezas - Paraguay;Internacional;2025-08;2025;Três Morretes;Três Morretes - Irmãos Rebouças;Smoke Porter;Plata;Plata;Beer;Style;Morretes;Brasil
6989;Copa Latinoamericana de Cervezas Artesanales - Peru;Internacional;2025-10;2025;Eureka Averno (Colab. Con La Ramada Br.);bizcocho ahumado;Smoke Porter;Plata;Plata;Beer;Style; - ;Ecuador
6990;CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Beeche Artesanal;Porter Ahumado con Chipotle;SMOKED BEER;Bronce;Bronce;Beer;Style; - ;Costa Rica
