id;certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
158;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Flying Dog Brewery;Vintage Horn Dog;Aged Beer;Plata;Plata;Beer;Style;Frederick;EEUU
159;World Beer Cup (WBC) - EEUU;Internacional;2012-04;2012;Bull & Bush Brewery;Release the Hounds Barley Wine Vintage 1999;Aged Beer;Bronce;Bronce;Beer;Style;Denver;EEUU
160;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Diebolt Brewing Co.;Vladislav;Aged Beer;Oro;Oro;Beer;Style;Denver;EEUU
161;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Griffin Claw Brewing Co.;Oblivious;Aged Beer;Plata;Plata;Beer;Style;Birmingham;EEUU
162;World Beer Cup (WBC) - EEUU;Internacional;2018-04;2018;Iron Hill Brewery & Restaurant - Media;Solzhenitsyn;Aged Beer;Bronce;Bronce;Beer;Style;Media;EEUU
163;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Nasu Kohgen Beer Co.;Nine-Tailed Fox;Aged Beer;Oro;Oro;Beer;Style;Nasumachi;Japón
164;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Iron Hill Brewery & Restaurant - Media;Solzhenitsyn;Aged Beer;Plata;Plata;Beer;Style;Media;EEUU
165;World Beer Cup (WBC) - EEUU;Internacional;2016-04;2016;Strange Craft Beer Co.;2012 Dr. Strangelove Barleywine;Aged Beer;Bronce;Bronce;Beer;Style;Denver;EEUU
166;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Iron Hill Brewery & Restaurant - Media;Russian 2009;Aged Beer;Oro;Oro;Beer;Style;Media;EEUU
167;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Flying Dog Brewery;Vintage Horn Dog;Aged Beer;Plata;Plata;Beer;Style;Frederick;EEUU
168;World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Ballast Point Brewing Company;Aged Navigator Dopplebock;Aged Beer;Bronce;Bronce;Beer;Style;San Diego;EEUU
169;Brussels Beer Challenge;Bélgica;2020-10;2020;Alken-Maes;Affligem 0.0%;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
170;Brussels Beer Challenge;Bélgica;2023-10;2023;Alken-Maes;Affligem Blond 0.0%;Alcohol-free;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
171;Brussels Beer Challenge;Bélgica;2020-10;2020;Heineken;Amstel 0.0;Alcohol-free;Silver Medal;Plata;Beer;BeerStyle;;Países Bajos
172;Brussels Beer Challenge;Bélgica;2025-10;2025;Belgian Balance;Belgian Balance - Limitless NEIPA;Alcohol-free;Oro Medal;Oro;Beer;BeerStyle;;Bélgica
173;Brussels Beer Challenge;Bélgica;2023-10;2023;Uiltje Brewing Company;Bird of Prey 0.2%;Alcohol-free;Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
174;Brussels Beer Challenge;Bélgica;2021-10;2021;Brouwerij Bliksem;Blitzkrieg BOB;Alcohol-free;Silver Medal;Plata;Beer;BeerStyle;;Países Bajos
175;Brussels Beer Challenge;Bélgica;2022-10;2022;Alken-Maes;Cristal 0.0%;Alcohol-free;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
176;Brussels Beer Challenge;Bélgica;2023-10;2023;Force Majeure;Force Majeure Bruin;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
177;Brussels Beer Challenge;Bélgica;2022-10;2022;Ceria Brewing Company;Grainwave Belgian-Style White Ale;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
178;Brussels Beer Challenge;Bélgica;2021-10;2021;vandeStreek Bier;Grapefruit non alcoholic IPA;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
179;Brussels Beer Challenge;Bélgica;2021-10;2021;Frogbeer;Incroyable Blanche - Alcohol Free Yuzu Wheat;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
180;Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie Dubuisson;Lowa Trolls;Alcohol-free;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
181;Brussels Beer Challenge;Bélgica;2024-10;2024;Brauerei Gebr. Maisel GmbH & Co. KG;Maisel & Friends Alkoholfrei;Alcohol-free;Silver Medal;Plata;Beer;BeerStyle;;Alemania
182;Brussels Beer Challenge;Bélgica;2025-10;2025;Brauerei Gebr. Maisel GmbH & Co. KG;Maisel's Weisse Alkoholfrei;Alcohol-free;Plata Medal;Plata;Beer;BeerStyle;;Alemania
183;Brussels Beer Challenge;Bélgica;2021-10;2021;Mash Gang;Neon Rain;Alcohol-free;Gold Medal;Oro;Beer;BeerStyle;;UK
184;Brussels Beer Challenge;Bélgica;2020-10;2020;Brouwerij Roman;Ramon;Alcohol-free;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
185;Brussels Beer Challenge;Bélgica;2024-10;2024;Brouwerij Dilewyns bvba;Vicaris Nano;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
186;Brussels Beer Challenge;Bélgica;2023-10;2023;Brouwerij Dilewyns;Vicaris NANO°;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
187;Brussels Beer Challenge;Bélgica;2025-10;2025;Brouwerij Omer Vander Ghinste;Ypra Hoppy Alcoholfree;Alcohol-free;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
188;Brussels Beer Challenge;Bélgica;2025-10;2025;Kaiserdom Specialitäten Brauerei GmbH Bamberg;Kaiserdom Helles Alkoholfrei 0,0%;Alcohol-free;Plata Medal;Plata;Beer;BeerStyle;;Alemania
189;Brussels Beer Challenge;Bélgica;2025-10;2025;Bierbrouwerij de Koningshoeven B.V.;La Trappe Epos 0.0%;Alcohol-free;Bronce Medal;Bronce;Beer;BeerStyle;;Países Bajos
190;Brussels Beer Challenge;Bélgica;2025-10;2025;Royal Swinkels Family Brewers;Bavaria 0.0%;Alcohol-free;Best NABLAB (bajas o sin alcohol);Oro;Beer;BeerStyle;;Países Bajos
191;Brussels Beer Challenge;Bélgica;2019-10;2019;Big Drop;Brown Ale;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;UK
192;Brussels Beer Challenge;Bélgica;2018-10;2018;The Flying Dutchman Nomad Brewing Company;Freak Kriek Super Hero Zero Point Zero Cherry beer;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;Finlandia
193;Brussels Beer Challenge;Bélgica;2019-10;2019;The Flying Dutchman Nomad Brewing Company;Freak Kriek Zero Point Three Feel Free Merry Cherry Beer;Alcohol-free;Bronze Medal;;Beer;BeerStyle;;Bélgica
194;Brussels Beer Challenge;Bélgica;2018-10;2018;Kehrwieder Kreativbrauerei GmbH;Kehrwieder Ü.nn IPA Alkoholfrei;Alcohol-free;Silver Medal;Plata;Beer;BeerStyle;;Alemania
195;Brussels Beer Challenge;Bélgica;2018-10;2018;Alken-Maes;Maes 0.0%;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
196;Brussels Beer Challenge;Bélgica;2019-10;2019;Brauerei Gebr. Maisel GmbH & Co. KG;Maisel & Friends Alkoholfrei;Alcohol-free;Silver Medal;Plata;Beer;BeerStyle;;Alemania
197;Brussels Beer Challenge;Bélgica;2018-10;2018;vandeStreek Bier;Playground non alcoholic IPA;Alcohol-free;Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
198;Brussels Beer Challenge;Bélgica;2019-10;2019;Big Drop;Stout;Alcohol-free;Bronze Medal;Bronce;Beer;BeerStyle;;UK
199;Brussels Beer Challenge;Bélgica;2019-10;2019;Van Moll Craft Beer;Wanderlust;Alcohol-free;Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
200;Brussels Beer Challenge;Bélgica;2024-10;2024;Uiltje Brewing Company BV;Bird of Prey 0.2%;Alcohol-free;Best Dutch Beer;Oro;Beer;BeerPais;;Países Bajos
201;Brussels Beer Challenge;Bélgica;2022-10;2022;vandeStreek Bier;Fun House;Alcohol-free;Best NABLAB (bajas o sin alcohol);Oro;Beer;BeerStyle;;Países Bajos
202;Brussels Beer Challenge;Bélgica;2022-10;2022;Speciality Beer : Alcohol-free;Boer Bloem;Alcohol-free;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
203;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;Kunstmann;Ale Sin Alcohol;Ale s/Alcohol;Plata;Plata;Beer;Style;Valdivia;Chile
204;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Incrivel;Incrível 1988;Altbier;Oro;Oro;Beer;Style; - ;Brasil
205;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Nave;Perdidos no Tempo;Altbier;Plata;Plata;Beer;Style; - ;Brasil
206;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Vila Dionísio;Altbier Vila Dionísio;Altbier;Bronce;Bronce;Beer;Style; - ;Brasil
207;CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;Bear Republic Brew. Co.;Double Aught;Altbier;Bronce;Bronce;Beer;Style; - ;EEUU
208;CCA Copa Cervezas America - Chile;Nacional;2023-10;2023;Brotas Beer;BROTAS BEER SCHWARZBIER;Altbier;Oro;Oro;Beer;Style; - ;Brasil
209;CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Gram Bier Cervejas Especiais;Valsa do Imperador;Altbier;Plata;Plata;Beer;Style; - ;Brasil
210;CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;Hausen Bier;Hausen Bier Vienna;Altbier;Bronce;Bronce;Beer;Style; - ;Brasil
211;CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Mut Lager;MUT Lager;Altbier;Oro;Oro;Beer;Style; - ;Ecuador
212;CCA Copa Cervezas America - Chile;Nacional;2023-10;2023;Nuske;Doppelbock;Altbier;Plata;Plata;Beer;Style; - ;Argentina
213;CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Primus;TEMPUS ALT CLÁSICA;Altbier;Plata;Plata;Beer;Style; - ;México
214;Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;La20 Cervecería;La20 Kolsch;Altbier;Oro;Oro;Beer;Style;San Pedro Sula;Honduras
215;Cervecera del Pacífico - Mexico;Internacional;2025-03;2025;Numu Br.;Liberiana;Altbier;Plata;Plata;Beer;Style;Liberia;Costa Rica
216;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Cervejaria Flagra;Psicopata;Altbier;Plata;Plata;Beer;Style; - ;Brasil
217;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Naipe Brew;Altbier;Altbier;Oro;Oro;Beer;Style; - ;Brasil
218;Concursos Brasil Cup - Brasil;Internacional;2025-08;2025;Walfänger;Sebastian;Altbier;Bronce;Bronce;Beer;Style; - ;Brasil
219;Copa Conquistadores - Chile;Nacional;2025-08;2025;Del Mago;MagicKölsch;Altbier;Bronce;Bronce;Beer;Style;Puerto Varas;Chile
220;Copa Conquistadores - Chile;Nacional;2025-08;2025;Luthier;Desierto Summer Kölsch;Altbier;Oro;Oro;Beer;Style;Los Angeles;Chile
221;Copa Patagónica de Cervezas - Argentina;Internacional;2025-11;2025;Cervejaria Alpendorf;A Pequena Alemania;Altbier;Oro;Oro;Beer;Style; - ;Brasil
222;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;La20 Cervecería;La20 Kolsch;Altbier;Oro;Oro;Beer;Style;San Pedro Sula;Honduras
223;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Luthier;Desierto Summer Kölsch;Altbier;Plata;Plata;Beer;Style;Los Angeles;Chile
224;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Masate Artesanal;Aruchico Altbier;Altbier;Oro;Oro;Beer;Style;Cayambe;Ecuador
225;Brussels Beer Challenge;Bélgica;2018-10;2018;Cervejaria Bamberg;Bamberg Altbier;Altbier;Bronze Medal;;Beer;BeerStyle;;Brasil
226;Brussels Beer Challenge;Bélgica;2019-10;2019;Cervejaria Bamberg;Bamberg Altbier;Altbier;Gold Medal;Oro;Beer;BeerStyle;;Brasil
227;Brussels Beer Challenge;Bélgica;2019-10;2019;Boston Beer Company;Samuel Adams Boston Ale;Altbier;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
228;Brussels Beer Challenge;Bélgica;2018-10;2018;Lindeboom Bierbrouwerij B.V.;Venloosch Alt;Altbier;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
229;Brussels Beer Challenge;Bélgica;2019-10;2019;Lindeboom Bierbrouwerij B.V.;Venloosch Alt;Altbier;Silver Medal;Plata;Beer;BeerStyle;;Países Bajos
230;CCA Copa Cervezas America - Chile;Chile;2018-10;2018;Granizo;Mote Chúcaro;Alternative Grain Beer;Bronce;Bronce;Beer;Style; - ;Chile
231;CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Darwin;Kardamo;Alternative Sugar Beer;Bronce;Bronce;Beer;Style; - ;Argentina
232;CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;Microcerveceria Copayapu;FLOR DE PAMPA;Alternative Sugar Beer;Plata;Plata;Beer;Style; - ;Chile
233;Copa Cerveza Austro - Ecuador;Internacional;2025-05;2025;Sierra Colorada;Honey;Alternative Sugar Beer;Bronce;Bronce;Beer;Style; - ;Ecuador
234;Mitad del Mundo - Ecuador;Internacional;2025-07;2025;Athena Homebrew;Cassavanova;Alternative Sugar Beer;Plata;Plata;Beer;Style;Cotacachi;Ecuador
235;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;Baja Brew. Co.;BAJA RED;Amber Hybrid Beer;Bronce;Bronce;Beer;Style; - ;México
236;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;Casa Altamira;MESTIZA DEUTSCHES ALT BIER;Amber Hybrid Beer;Plata;Plata;Beer;Style; - ;Chile
237;CCA Copa Cervezas America - Chile;Nacional;2015-09;2015;Krug Bier;ALT BIER;Amber Hybrid Beer;Plata;Plata;Beer;Style; - ;Brasil
238;Copa Tayrona - Colombia;Internacional;2025-07;2025;Punta Cana;Canita Ambar;Amber Lager;Plata;Plata;Beer;Style;Punta Cana;Rep. Dominicana
239;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;Byggvir;Conductor Designado;Amber s/Alcohol;Plata;Plata;Beer;Style;Santiago;Chile
240;World Beer Awards. Fase local - Chile;Nacional;2025-05;2025;Leyendas De Origen;Trauco;Amber/Dark Kellerbier & Rotbier;Plata;Plata;Beer;Style; - ;Chile
241;Brussels Beer Challenge;Bélgica;2018-10;2018;Une Petite Mousse;Ale Pas Chinook;AmberFrench Revelation 2018;Gold Medal;Oro;Beer;BeerStyle;;Francia
242;CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;Casa Bruja;Sir Francis;America Amber Ale;Best Style - Amber/Brown American Beer;Oro;Beer;Style; - ;Panamá
243;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Edison;Cerveza Bruer;American  Cream Ale;Oro;Oro;Beer;Style; - ;México
244;CCA Copa Cervezas America - Chile;Nacional;2024-10;2024;7 Vidas;ROSE BRUT;American  Fruit Beer;Best Beer - Copa;Oro;Beer;Cup; - ;Perú
245;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Sugar Worms;Cervecería Sacro;American  Fruited Sour Ale;Oro;Oro;Beer;Style; - ;México
246;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;73 Millas To Hoppyness;Cerveza Cardera;Double American Ipa;Oro;Oro;Beer;Style; - ;México
247;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;Shooting Hops;Cervecería Fausto;American  Pale Ale;Oro;Oro;Beer;Style; - ;México
248;Brussels Beer Challenge;Bélgica;2022-10;2022;Cervejaria Ashby;Ashby Puro Malte;American  Pilsner;Gold Medal;Oro;Beer;BeerStyle;;Brasil
249;Brussels Beer Challenge;Bélgica;2022-10;2022;Saigon Beer - Alcohol - Beverage Corporation;Bia Saigon Special;American  Pilsner;Silver Medal;Plata;Beer;BeerStyle;;Vietnam
250;Brussels Beer Challenge;Bélgica;2024-10;2024;Saigon Beer - Alcohol - Beverage Corporation (sabeco);Bia Saigon Special;American  Pilsner;Bronze Medal;Bronce;Beer;BeerStyle;;Vietnam
251;Brussels Beer Challenge;Bélgica;2021-10;2021;Ambev;Brahma Duplo Malte;American  Pilsner;Silver Medal;Plata;Beer;BeerStyle;;Brasil
252;Brussels Beer Challenge;Bélgica;2018-10;2018;Odell Brewing Company;Colorado Lager;American  Pilsner;Silver Medal;Plata;Beer;BeerStyle;;EEUU
253;Brussels Beer Challenge;Bélgica;2018-10;2018;Dama Bier;Dama Pilsen;American  Pilsner;Gold Medal;Oro;Beer;BeerStyle;;Brasil
254;Brussels Beer Challenge;Bélgica;2020-10;2020;Dama Bier;Dama Pilsen;American  Pilsner;Silver Medal;Plata;Beer;BeerStyle;;Brasil
255;Brussels Beer Challenge;Bélgica;2020-10;2020;Firestone;Firestone Lager;American  Pilsner;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
256;Brussels Beer Challenge;Bélgica;2019-10;2019;Firestone;Lager;American  Pilsner;Silver Medal;Plata;Beer;BeerStyle;;EEUU
257;Brussels Beer Challenge;Bélgica;2023-10;2023;IPC srl;Pizzapils;American  Pilsner;Gold Medal;Oro;Beer;BeerStyle;;Italia
258;Brussels Beer Challenge;Bélgica;2024-10;2024;Crak Brewery;Pizzapils;American  Pilsner;Gold Medal;Oro;Beer;BeerStyle;;Italia
259;Brussels Beer Challenge;Bélgica;2025-10;2025;Crak Brewery;Pizzapils;American  Pilsner;Oro Medal;Oro;Beer;BeerStyle;;Italia
260;Brussels Beer Challenge;Bélgica;2024-10;2024;Soralamà Srl;Slurp;American  Pilsner;Silver Medal;Plata;Beer;BeerStyle;;Italia
261;Brussels Beer Challenge;Bélgica;2019-10;2019;Champion Brewing Company;True Love;American  Pilsner;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
262;Brussels Beer Challenge;Bélgica;2021-10;2021;Saranac Brewery / FX Matt Brewing Co.;Utica Club Pilsener;American  Pilsner;Bronze Medal;Bronce;Beer;BeerStyle;;EEUU
263;CCA Copa Cervezas America - Chile;Nacional;2025-10;2025;El Capitan;Intrinsical;American  Stout;Bronce;Bronce;Beer;Style;Santiago;Chile
264;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;Aguas Libres;Drake;American Amber Ale;Bronce;Bronce;Beer;Style;Valdivia;Chile
265;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;Bukana;Cerveza Ámbar Americana;American Amber Ale;Plata;Plata;Beer;Style;Santiago;Chile
266;Copa Capital Cervecera - Chile;Nacional;2025-07;2025;Cuello Negro;Ambar Cuello Negro;American Amber Ale;Bronce;Bronce;Beer;Style;Valdivia;Chile
267;World Beer Awards. Fase local - Chile;Nacional;2025-05;2025;Altamira;Amber Ale;American Amber Ale;Plata;Plata;Beer;Style; - ;Chile
268;World Beer Awards. Fase local - Chile;Nacional;2025-05;2025;Kalt;Amber Ale;American Amber Ale;Bronce;Bronce;Beer;Style; - ;Chile
269;Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie Alaryk;Alaryk Ambree Bio;American Amber Ale;Oro Medal;Oro;Beer;BeerStyle;;Francia
270;Brussels Beer Challenge;Bélgica;2024-10;2024;Microbrasserie Pit Caribou;Bonne Aventure;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Canadá
271;Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie Castelain;CH'TI Originale Ambrée;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Francia
272;Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie Castelain;Ch'ti Originale Ambrée;American Amber Ale;Gold Medal;Oro;Beer;BeerStyle;;Francia
273;Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie du Vieux Chemin Sàrl;Cougar;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Suiza
274;Brussels Beer Challenge;Bélgica;2023-10;2023;Stadsbrouwerij Maastricht;De Maltezer;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Países Bajos
275;Brussels Beer Challenge;Bélgica;2022-10;2022;Zhe Jiang Bi Er Jiu Ye Ltd;European Pale Ale (Trademark: X-Billsen);American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;China
276;Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie du Grand Mir;GrandMir Ambrée;American Amber Ale;Bronce Medal;Bronce;Beer;BeerStyle;;Bélgica
277;Brussels Beer Challenge;Bélgica;2023-10;2023;La Birra Cervejaria Ltda ME;La Birra Irish Red Ale;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Brasil
278;Brussels Beer Challenge;Bélgica;2025-10;2025;Brasserie du Mont Blanc;La Rousse;American Amber Ale;Plata Medal;Plata;Beer;BeerStyle;;Francia
279;Brussels Beer Challenge;Bélgica;2024-10;2024;La Table Du Brasseur;La Table Du Brasseur Cuivree;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
280;Brussels Beer Challenge;Bélgica;2022-10;2022;Brasserie Vanuxeem;Queue de Charrue Ambrée;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
281;Brussels Beer Challenge;Bélgica;2023-10;2023;Brasserie Vanuxeem;Queue de Charrue Ambrée;American Amber Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
282;Brussels Beer Challenge;Bélgica;2024-10;2024;Brasserie Vanuxeem;Queue de Charrue Ambrée;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
283;Brussels Beer Challenge;Bélgica;2022-10;2022;Tripick;Tripick 7 Ambrée;American Amber Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
284;Brussels Beer Challenge;Bélgica;2019-10;2019;SNAB Bierbrouwers;1410;American Amber Ale;Gold Medal;Oro;Beer;BeerStyle;;Países Bajos
285;Brussels Beer Challenge;Bélgica;2021-10;2021;Duvel Moortgat;Bolleke De Koninck;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
286;Brussels Beer Challenge;Bélgica;2019-10;2019;Archibald Microbrasserie;Chipie;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Canadá
287;Brussels Beer Challenge;Bélgica;2020-10;2020;Ibeer;Donna di Cuori;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Italia
288;Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie du Grand Mir;GrandMir Ambrée;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Bélgica
289;Brussels Beer Challenge;Bélgica;2019-10;2019;Microbrasserie Pit Caribou;La Bonne Aventure;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Canadá
290;Brussels Beer Challenge;Bélgica;2020-10;2020;Microbrasserie Pit Caribou;La Bonne Aventure;American Amber Ale;Gold Medal;Oro;Beer;BeerStyle;;Canadá
291;Brussels Beer Challenge;Bélgica;2020-10;2020;Brasserie du Mont Blanc;La Rousse du Mont Blanc;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Francia
292;Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie du Mont Blanc;La Rousse du Mont Blanc;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Francia
293;Brussels Beer Challenge;Bélgica;2018-10;2018;Ninkasi Fabriques;Ninkasi Ambrée;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Francia
294;Brussels Beer Challenge;Bélgica;2019-10;2019;Obaa Sprl;Obaa Two;American Amber Ale;Silver Medal;Plata;Beer;BeerStyle;;Bélgica
295;Brussels Beer Challenge;Bélgica;2018-10;2018;n.v. Brouwerij Bosteels Brasserie s.a.;Pauwel Kwak;American Amber Ale;Bronze Medal;;Beer;BeerStyle;;Bélgica
296;Brussels Beer Challenge;Bélgica;2018-10;2018;Brasserie du Pavé;PVL Ambrée;American Amber Ale;Bronze Medal;Bronce;Beer;BeerStyle;;Francia
297;Brussels Beer Challenge;Bélgica;2021-10;2021;Brasserie Vanuxeem;Queue de Charrue Ambrée;American Amber Ale;Gold Medal;Oro;Beer;BeerStyle;;Bélgica
298;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Walnut;Thoruna Red IPA;American Amber Ale;Bronce;Bronce;Beer;Style; - ;Brasil
299;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Cervejaria Ziel;Ziel Vulkaan;American Amber Ale;Oro;Oro;Beer;Style; - ;Brasil
300;BBA, Brazilian International Beer Awards;Internacional;2025-11;2025;Três Torres;HOP RED;American Amber Ale;Plata;Plata;Beer;Style; - ;Brasil
301;BioBio Beer Cup - Chile;Nacional;2025-12;2025;Laiz;Ambar Ale;American Amber Ale;Bronce;Bronce;Beer;Style;Paine;Chile
302;BioBio Beer Cup - Chile;Nacional;2025-12;2025;Mad Charlie's;AMERICAN AMBER ALE;American Amber Ale;Oro;Oro;Beer;Style;Valdivia;Chile
303;BioBio Beer Cup - Chile;Nacional;2025-12;2025;Wizufe;Cerveza Amber;American Amber Ale;Plata;Plata;Beer;Style;Chillan;Chile
304;CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Aqueles Caras;APA Puta Que Pariu;American Amber Ale;Bronce;Bronce;Beer;Style; - ;Brasil
305;CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Ashby;ASHBY PALE ALE;American Amber Ale;Oro;Oro;Beer;Style; - ;Brasil
306;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;Barbarian;L.I.M.A. Pale Ale;American Amber Ale;Best Style - American Amber Ale;Oro;Beer;Style; - ;Perú
307;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;Barbarian;L.I.M.A. Pale Ale;American Amber Ale;Oro;Oro;Beer;Style; - ;Perú
308;CCA Copa Cervezas America - Chile;Nacional;2016-09;2016;Bear Republic Brew. Co.;Grand-Am;American Amber Ale;Oro;Oro;Beer;Style; - ;EEUU
309;CCA Copa Cervezas America - Chile;Nacional;2014-09;2014;Belcebu;Perro Loco;American Amber Ale;Oro;Oro;Beer;Style; - ;México
310;CCA Copa Cervezas America - Chile;Nacional;2015-09;2015;Bierland;Bieland American Red Ale;American Amber Ale;Bronce;Bronce;Beer;Style; - ;Brasil
311;CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;Big Jack Red Ale;big jack beer;American Amber Ale;Bronce;Bronce;Beer;Style; - ;Brasil
312;CCA Copa Cervezas America - Chile;Nacional;2017-10;2017;Casa Bruja;Sir Francis;American Amber Ale;Plata;Plata;Beer;Style; - ;Panamá
